Country,Make,Model,Year,Review Score,Sales Volume
USA,Nissan,Leaf,2013,4.8,5679
France,Nissan,Leaf,2010,3.7,14995
Germany,Nissan,Leaf,2010,1.9,10608
USA,Nissan,Leaf,2010,2.0,12437
France,Nissan,Leaf,2015,2.9,10537
Germany,Nissan,Leaf,2015,1.9,9947
USA,Nissan,Leaf,2015,2.7,6677
France,Porsche,Macan,2017,2.1,7576
Germany,Porsche,Macan,2017,4.6,13945
USA,Porsche,Macan,2017,4.4,15913
France,Porsche,Macan,2011,3.8,6048
Germany,Porsche,Macan,2011,1.8,18454
USA,Porsche,Macan,2011,2.6,16590
France,Porsche,Macan,2021,2.9,8622
Germany,Porsche,Macan,2021,2.9,14843
USA,Porsche,Macan,2021,1.8,15086
France,Porsche,Macan,2022,4.1,11596
Germany,Porsche,Macan,2022,2.7,18054
USA,Porsche,Macan,2022,1.4,534
France,Porsche,Macan,2019,4.1,13901
Germany,Porsche,Macan,2019,1.9,14764
USA,Porsche,Macan,2019,1.5,1009
France,Porsche,Macan,2020,4.8,4089
Germany,Porsche,Macan,2020,2.4,3780
USA,Porsche,Macan,2020,3.4,6422
France,Porsche,Macan,2012,1.7,12222
Germany,Porsche,Macan,2012,3.0,9228
USA,Porsche,Macan,2012,1.2,15159
France,Porsche,Macan,2014,3.9,8815
Germany,Porsche,Macan,2014,2.6,3320
USA,Porsche,Macan,2014,1.2,1212
France,Porsche,Macan,2016,2.4,16464
Germany,Porsche,Macan,2016,2.1,13674
USA,Porsche,Macan,2016,3.5,10800
France,Porsche,Macan,2018,2.7,17209
Germany,Porsche,Macan,2018,2.6,18411
USA,Porsche,Macan,2018,3.2,997
France,Porsche,Macan,2013,2.9,8620
Germany,Porsche,Macan,2013,3.4,13310
USA,Porsche,Macan,2013,2.9,10688
France,Porsche,Macan,2010,4.1,8078
Germany,Porsche,Macan,2010,1.7,14623
USA,Porsche,Macan,2010,1.7,9798
France,Porsche,Macan,2015,4.6,8255
Germany,Porsche,Macan,2015,4.5,15787
USA,Porsche,Macan,2015,2.1,10936
France,Audi,A6,2017,2.8,14124
Germany,Audi,A6,2017,3.9,17104
USA,Audi,A6,2017,2.9,10402
France,Audi,A6,2011,1.7,18447
Germany,Audi,A6,2011,4.1,8815
USA,Audi,A6,2011,1.2,10211
France,Audi,A6,2021,3.1,15627
Germany,Audi,A6,2021,1.8,3383
USA,Audi,A6,2021,2.7,17229
France,Audi,A6,2022,1.4,5101
Germany,Audi,A6,2022,4.6,2848
USA,Audi,A6,2022,4.3,12193
France,Audi,A6,2019,3.6,4469
Germany,Audi,A6,2019,4.5,13023
USA,Audi,A6,2019,4.0,9502
France,Audi,A6,2020,1.2,4655
Germany,Audi,A6,2020,3.7,17147
USA,Audi,A6,2020,2.8,9151
France,Audi,A6,2012,1.9,12989
Germany,Audi,A6,2012,3.5,3305
USA,Audi,A6,2012,4.2,12215
France,Audi,A6,2014,2.9,15046
Germany,Audi,A6,2014,4.8,17670
USA,Audi,A6,2014,1.6,5101
France,Audi,A6,2016,3.0,6025
Germany,Audi,A6,2016,1.5,8547
USA,Audi,A6,2016,1.2,12597
France,Audi,A6,2018,1.3,7461
Germany,Audi,A6,2018,3.5,7583
USA,Audi,A6,2018,3.9,10420
France,Audi,A6,2013,3.1,2665
Germany,Audi,A6,2013,3.2,5004
USA,Audi,A6,2013,2.0,3112
France,Audi,A6,2010,1.9,8805
Germany,Audi,A6,2010,1.2,10646
USA,Audi,A6,2010,1.2,8026
France,Audi,A6,2015,1.5,1624
Germany,Audi,A6,2015,2.8,10359
USA,Audi,A6,2015,2.3,16862
France,Chevrolet,Equinox,2017,2.4,17500
Germany,Chevrolet,Equinox,2017,1.5,14028
USA,Chevrolet,Equinox,2017,2.7,16136
France,Chevrolet,Equinox,2011,4.3,14955
Germany,Chevrolet,Equinox,2011,3.6,4888
USA,Chevrolet,Equinox,2011,4.4,15076
France,Chevrolet,Equinox,2021,1.4,13785
Germany,Chevrolet,Equinox,2021,2.5,1254
USA,Chevrolet,Equinox,2021,4.7,4284
France,Chevrolet,Equinox,2022,2.7,15318
Germany,Chevrolet,Equinox,2022,1.1,13171
USA,Chevrolet,Equinox,2022,4.0,16893
France,Chevrolet,Equinox,2019,3.2,13056
Germany,Chevrolet,Equinox,2019,4.4,14122
USA,Chevrolet,Equinox,2019,2.9,7891
France,Chevrolet,Equinox,2020,4.6,4721
Germany,Chevrolet,Equinox,2020,2.9,3502
USA,Chevrolet,Equinox,2020,3.8,10604
France,Chevrolet,Equinox,2012,3.6,9263
Germany,Chevrolet,Equinox,2012,3.9,6078
USA,Chevrolet,Equinox,2012,4.3,14089
France,Chevrolet,Equinox,2014,2.8,9346
Germany,Chevrolet,Equinox,2014,4.1,18098
USA,Chevrolet,Equinox,2014,1.2,9707
France,Chevrolet,Equinox,2016,2.9,5293
Germany,Chevrolet,Equinox,2016,3.0,15779
USA,Chevrolet,Equinox,2016,2.4,14772
France,Chevrolet,Equinox,2018,4.6,3529
Germany,Chevrolet,Equinox,2018,3.9,15339
USA,Chevrolet,Equinox,2018,3.6,4478
France,Chevrolet,Equinox,2013,4.7,6056
Germany,Chevrolet,Equinox,2013,4.7,10838
USA,Chevrolet,Equinox,2013,3.7,3732
France,Chevrolet,Equinox,2010,3.7,17791
Germany,Chevrolet,Equinox,2010,3.6,8240
USA,Chevrolet,Equinox,2010,1.6,6454
France,Chevrolet,Equinox,2015,1.8,13391
Germany,Chevrolet,Equinox,2015,4.7,18385
USA,Chevrolet,Equinox,2015,2.0,1012
France,Chevrolet,Malibu,2017,3.0,4468
Germany,Chevrolet,Malibu,2017,1.5,11973
USA,Chevrolet,Malibu,2017,2.2,3788
France,Chevrolet,Malibu,2011,2.4,13445
Germany,Chevrolet,Malibu,2011,1.7,17062
USA,Chevrolet,Malibu,2011,3.7,11852
France,Chevrolet,Malibu,2021,1.5,1530
Germany,Chevrolet,Malibu,2021,4.0,16393
USA,Chevrolet,Malibu,2021,4.6,7202
France,Chevrolet,Malibu,2022,4.6,13118
Germany,Chevrolet,Malibu,2022,4.8,16743
USA,Chevrolet,Malibu,2022,1.6,8063
France,Chevrolet,Malibu,2019,3.7,5613
Germany,Chevrolet,Malibu,2019,4.1,13364
USA,Chevrolet,Malibu,2019,4.0,6294
France,Chevrolet,Malibu,2020,1.9,10410
Germany,Chevrolet,Malibu,2020,1.4,16285
USA,Chevrolet,Malibu,2020,3.2,4109
France,Chevrolet,Malibu,2012,2.8,13918
Germany,Chevrolet,Malibu,2012,1.3,12732
USA,Chevrolet,Malibu,2012,3.6,11826
France,Chevrolet,Malibu,2014,2.1,9181
Germany,Chevrolet,Malibu,2014,2.6,2870
USA,Chevrolet,Malibu,2014,2.0,3636
France,Chevrolet,Malibu,2016,1.2,18482
Germany,Chevrolet,Malibu,2016,1.8,18046
USA,Chevrolet,Malibu,2016,4.6,2220
France,Chevrolet,Malibu,2018,3.7,8234
Germany,Chevrolet,Malibu,2018,3.2,12268
USA,Chevrolet,Malibu,2018,4.2,17714
France,Chevrolet,Malibu,2013,2.0,9459
Germany,Chevrolet,Malibu,2013,2.2,17665
USA,Chevrolet,Malibu,2013,4.5,837
France,Chevrolet,Malibu,2010,1.8,4603
Germany,Chevrolet,Malibu,2010,2.1,1331
USA,Chevrolet,Malibu,2010,4.3,16441
France,Chevrolet,Malibu,2015,3.6,7930
Germany,Chevrolet,Malibu,2015,3.9,5435
USA,Chevrolet,Malibu,2015,3.2,2971
France,Acura,RLX,2017,2.6,15953
Germany,Acura,RLX,2017,3.2,5260
USA,Acura,RLX,2017,1.7,11668
France,Acura,RLX,2011,2.2,17498
Germany,Acura,RLX,2011,2.1,5179
USA,Acura,RLX,2011,3.9,11623
France,Acura,RLX,2021,3.5,14230
Germany,Acura,RLX,2021,1.2,14751
USA,Acura,RLX,2021,3.6,12314
France,Acura,RLX,2022,3.9,13428
Germany,Acura,RLX,2022,1.9,11443
USA,Acura,RLX,2022,2.9,3571
France,Acura,RLX,2019,2.3,10620
Germany,Acura,RLX,2019,4.9,4482
USA,Acura,RLX,2019,3.1,14889
France,Acura,RLX,2020,2.5,15374
Germany,Acura,RLX,2020,2.1,14681
USA,Acura,RLX,2020,2.9,12468
France,Acura,RLX,2012,1.7,14411
Germany,Acura,RLX,2012,4.5,3976
USA,Acura,RLX,2012,3.8,10588
France,Acura,RLX,2014,3.3,11683
Germany,Acura,RLX,2014,1.9,14103
USA,Acura,RLX,2014,4.4,16496
France,Acura,RLX,2016,2.7,3417
Germany,Acura,RLX,2016,4.8,9497
USA,Acura,RLX,2016,1.5,12649
France,Acura,RLX,2018,2.1,14301
Germany,Acura,RLX,2018,2.6,12133
USA,Acura,RLX,2018,1.3,17873
France,Acura,RLX,2013,1.6,17326
Germany,Acura,RLX,2013,2.5,6163
USA,Acura,RLX,2013,1.6,4671
France,Acura,RLX,2010,1.4,16958
Germany,Acura,RLX,2010,1.4,14800
USA,Acura,RLX,2010,3.9,5380
France,Acura,RLX,2015,1.8,6783
Germany,Acura,RLX,2015,4.6,15412
USA,Acura,RLX,2015,3.3,17615
France,Subaru,Forester,2017,4.9,10244
Germany,Subaru,Forester,2017,1.8,9326
USA,Subaru,Forester,2017,2.3,15545
France,Subaru,Forester,2011,3.8,15074
Germany,Subaru,Forester,2011,4.0,6302
USA,Subaru,Forester,2011,4.2,15268
France,Subaru,Forester,2021,2.5,4267
Germany,Subaru,Forester,2021,4.0,2804
USA,Subaru,Forester,2021,3.4,18290
France,Subaru,Forester,2022,4.2,10855
Germany,Subaru,Forester,2022,3.3,5620
USA,Subaru,Forester,2022,3.4,10354
France,Subaru,Forester,2019,4.1,12627
Germany,Subaru,Forester,2019,2.1,12795
USA,Subaru,Forester,2019,2.0,15486
France,Subaru,Forester,2020,3.7,18401
Germany,Subaru,Forester,2020,4.2,12948
USA,Subaru,Forester,2020,3.4,17985
France,Subaru,Forester,2012,4.6,938
Germany,Subaru,Forester,2012,4.3,12256
USA,Subaru,Forester,2012,2.4,11193
France,Subaru,Forester,2014,3.9,18013
Germany,Subaru,Forester,2014,1.8,15226
USA,Subaru,Forester,2014,1.6,10525
France,Subaru,Forester,2016,1.5,10624
Germany,Subaru,Forester,2016,4.6,17396
USA,Subaru,Forester,2016,1.1,7368
France,Subaru,Forester,2018,2.4,16617
Germany,Subaru,Forester,2018,3.6,6790
USA,Subaru,Forester,2018,1.1,749
France,Subaru,Forester,2013,1.9,14503
Germany,Subaru,Forester,2013,4.6,14232
USA,Subaru,Forester,2013,2.7,8409
France,Subaru,Forester,2010,1.5,10296
Germany,Subaru,Forester,2010,1.9,2148
USA,Subaru,Forester,2010,2.3,4961
France,Subaru,Forester,2015,4.9,3382
Germany,Subaru,Forester,2015,2.5,18316
USA,Subaru,Forester,2015,3.0,15602
France,Mercedes-Benz,S-Class,2017,2.5,18215
Germany,Mercedes-Benz,S-Class,2017,3.6,17085
USA,Mercedes-Benz,S-Class,2017,3.7,13229
France,Mercedes-Benz,S-Class,2011,3.9,5528
Germany,Mercedes-Benz,S-Class,2011,1.7,18299
USA,Mercedes-Benz,S-Class,2011,2.5,2292
France,Mercedes-Benz,S-Class,2021,3.5,2128
Germany,Mercedes-Benz,S-Class,2021,1.3,10910
USA,Mercedes-Benz,S-Class,2021,1.3,830
France,Mercedes-Benz,S-Class,2022,4.3,9190
Germany,Mercedes-Benz,S-Class,2022,1.6,6010
USA,Mercedes-Benz,S-Class,2022,1.4,3812
France,Mercedes-Benz,S-Class,2019,2.8,6681
Germany,Mercedes-Benz,S-Class,2019,1.8,11883
USA,Mercedes-Benz,S-Class,2019,1.4,13701
France,Mercedes-Benz,S-Class,2020,4.2,12304
Germany,Mercedes-Benz,S-Class,2020,2.8,17217
USA,Mercedes-Benz,S-Class,2020,3.0,4824
France,Mercedes-Benz,S-Class,2012,4.3,4983
Germany,Mercedes-Benz,S-Class,2012,4.7,5590
USA,Mercedes-Benz,S-Class,2012,4.6,11151
France,Mercedes-Benz,S-Class,2014,4.0,4508
Germany,Mercedes-Benz,S-Class,2014,2.9,10031
USA,Mercedes-Benz,S-Class,2014,4.9,17738
France,Mercedes-Benz,S-Class,2016,1.9,4696
Germany,Mercedes-Benz,S-Class,2016,2.8,11456
USA,Mercedes-Benz,S-Class,2016,4.7,8590
France,Mercedes-Benz,S-Class,2018,3.0,3975
Germany,Mercedes-Benz,S-Class,2018,3.1,517
USA,Mercedes-Benz,S-Class,2018,4.8,15113
France,Mercedes-Benz,S-Class,2013,1.4,15870
Germany,Mercedes-Benz,S-Class,2013,2.8,17447
USA,Mercedes-Benz,S-Class,2013,3.6,14831
France,Mercedes-Benz,S-Class,2010,1.9,15034
Germany,Mercedes-Benz,S-Class,2010,2.9,17400
USA,Mercedes-Benz,S-Class,2010,2.9,15938
France,Mercedes-Benz,S-Class,2015,4.4,11238
Germany,Mercedes-Benz,S-Class,2015,3.3,13831
USA,Mercedes-Benz,S-Class,2015,4.4,3061
France,Fiat,Panda,2017,3.0,11634
Germany,Fiat,Panda,2017,1.6,735
USA,Fiat,Panda,2017,2.4,1834
France,Fiat,Panda,2011,2.2,10864
Germany,Fiat,Panda,2011,2.8,13976
USA,Fiat,Panda,2011,2.3,15259
France,Fiat,Panda,2021,2.2,15047
Germany,Fiat,Panda,2021,2.0,3581
USA,Fiat,Panda,2021,2.1,7616
France,Fiat,Panda,2022,1.1,5700
Germany,Fiat,Panda,2022,1.5,966
USA,Fiat,Panda,2022,4.7,4149
France,Fiat,Panda,2019,4.3,11427
Germany,Fiat,Panda,2019,2.9,5058
USA,Fiat,Panda,2019,2.7,14440
France,Fiat,Panda,2020,1.2,8307
Germany,Fiat,Panda,2020,4.0,13716
USA,Fiat,Panda,2020,1.1,6163
France,Fiat,Panda,2012,2.2,13218
Germany,Fiat,Panda,2012,2.4,10168
USA,Fiat,Panda,2012,2.1,16296
France,Fiat,Panda,2014,3.9,7641
Germany,Fiat,Panda,2014,3.5,12133
USA,Fiat,Panda,2014,1.5,9806
France,Fiat,Panda,2016,1.5,13582
Germany,Fiat,Panda,2016,2.1,16231
USA,Fiat,Panda,2016,2.7,16738
France,Fiat,Panda,2018,3.7,14211
Germany,Fiat,Panda,2018,3.2,7940
USA,Fiat,Panda,2018,3.0,10659
France,Fiat,Panda,2013,2.7,11949
Germany,Fiat,Panda,2013,2.4,13521
USA,Fiat,Panda,2013,2.8,16624
France,Fiat,Panda,2010,1.7,10501
Germany,Fiat,Panda,2010,2.9,14525
USA,Fiat,Panda,2010,2.8,1086
France,Fiat,Panda,2015,4.6,11994
Germany,Fiat,Panda,2015,1.5,17837
USA,Fiat,Panda,2015,1.3,12483
France,Acura,MDX,2017,4.1,7153
Germany,Acura,MDX,2017,4.5,17698
USA,Acura,MDX,2017,4.9,5934
France,Acura,MDX,2011,2.9,13394
Germany,Acura,MDX,2011,2.1,4147
USA,Acura,MDX,2011,4.2,17889
France,Acura,MDX,2021,2.3,10927
Germany,Acura,MDX,2021,4.8,4225
USA,Acura,MDX,2021,2.4,9728
France,Acura,MDX,2022,2.7,14035
Germany,Acura,MDX,2022,3.9,18441
USA,Acura,MDX,2022,1.2,17265
France,Acura,MDX,2019,2.0,11617
Germany,Acura,MDX,2019,4.3,12354
USA,Acura,MDX,2019,3.9,7090
France,Acura,MDX,2020,4.1,16171
Germany,Acura,MDX,2020,4.6,14953
USA,Acura,MDX,2020,2.1,8429
France,Acura,MDX,2012,3.6,2320
Germany,Acura,MDX,2012,2.1,7089
USA,Acura,MDX,2012,2.4,17731
France,Acura,MDX,2014,1.5,7711
Germany,Acura,MDX,2014,2.7,15584
USA,Acura,MDX,2014,2.3,11376
France,Acura,MDX,2016,1.7,10054
Germany,Acura,MDX,2016,4.3,6440
USA,Acura,MDX,2016,4.8,14586
France,Acura,MDX,2018,1.9,13575
Germany,Acura,MDX,2018,3.5,8996
USA,Acura,MDX,2018,2.2,9547
France,Acura,MDX,2013,2.4,16198
Germany,Acura,MDX,2013,2.5,1541
USA,Acura,MDX,2013,3.3,15205
France,Acura,MDX,2010,4.4,16139
Germany,Acura,MDX,2010,3.0,3934
USA,Acura,MDX,2010,4.7,15336
France,Acura,MDX,2015,4.0,17825
Germany,Acura,MDX,2015,2.4,10333
USA,Acura,MDX,2015,1.6,9667
France,Ford,Escape,2017,2.6,15395
Germany,Ford,Escape,2017,1.1,6881
USA,Ford,Escape,2017,1.7,5038
France,Ford,Escape,2011,4.6,16528
Germany,Ford,Escape,2011,4.0,17205
USA,Ford,Escape,2011,4.9,14950
France,Ford,Escape,2021,2.9,13610
Germany,Ford,Escape,2021,4.5,16602
USA,Ford,Escape,2021,3.3,6483
France,Ford,Escape,2022,4.3,14036
Germany,Ford,Escape,2022,4.4,12522
USA,Ford,Escape,2022,1.3,14814
France,Ford,Escape,2019,2.9,825
Germany,Ford,Escape,2019,1.2,12698
USA,Ford,Escape,2019,4.0,15170
France,Ford,Escape,2020,4.4,6573
Germany,Ford,Escape,2020,1.7,3495
USA,Ford,Escape,2020,3.9,7655
France,Ford,Escape,2012,4.7,18450
Germany,Ford,Escape,2012,4.9,7622
USA,Ford,Escape,2012,4.2,7629
France,Ford,Escape,2014,2.3,16846
Germany,Ford,Escape,2014,4.9,1096
USA,Ford,Escape,2014,1.3,17640
France,Ford,Escape,2016,4.6,17645
Germany,Ford,Escape,2016,2.7,15562
USA,Ford,Escape,2016,3.8,1295
France,Ford,Escape,2018,4.8,16654
Germany,Ford,Escape,2018,1.1,3570
USA,Ford,Escape,2018,3.0,15352
France,Ford,Escape,2013,1.9,3809
Germany,Ford,Escape,2013,2.3,17774
USA,Ford,Escape,2013,2.9,8080
France,Ford,Escape,2010,4.5,7739
Germany,Ford,Escape,2010,4.4,796
USA,Ford,Escape,2010,1.6,14074
France,Ford,Escape,2015,2.4,10663
Germany,Ford,Escape,2015,1.7,10211
USA,Ford,Escape,2015,3.4,8881
France,Volvo,S90,2017,4.3,13979
Germany,Volvo,S90,2017,4.8,6721
USA,Volvo,S90,2017,1.4,13832
France,Volvo,S90,2011,4.6,14865
Germany,Volvo,S90,2011,2.3,6756
USA,Volvo,S90,2011,3.7,3051
France,Volvo,S90,2021,4.7,17891
Germany,Volvo,S90,2021,3.6,5791
USA,Volvo,S90,2021,4.4,14946
France,Volvo,S90,2022,3.8,1139
Germany,Volvo,S90,2022,1.8,9511
USA,Volvo,S90,2022,2.3,4975
France,Volvo,S90,2019,2.9,7373
Germany,Volvo,S90,2019,1.9,18421
USA,Volvo,S90,2019,4.8,544
France,Volvo,S90,2020,1.1,7799
Germany,Volvo,S90,2020,4.2,5476
USA,Volvo,S90,2020,4.3,6861
France,Volvo,S90,2012,3.8,2599
Germany,Volvo,S90,2012,3.7,16772
USA,Volvo,S90,2012,3.9,14258
France,Volvo,S90,2014,1.8,11342
Germany,Volvo,S90,2014,1.8,14205
USA,Volvo,S90,2014,1.4,3889
France,Volvo,S90,2016,1.8,1162
Germany,Volvo,S90,2016,4.8,11025
USA,Volvo,S90,2016,4.6,10386
France,Volvo,S90,2018,4.0,6958
Germany,Volvo,S90,2018,1.6,18178
USA,Volvo,S90,2018,4.8,14883
France,Volvo,S90,2013,2.6,16746
Germany,Volvo,S90,2013,4.4,2548
USA,Volvo,S90,2013,3.7,2385
France,Volvo,S90,2010,4.7,16172
Germany,Volvo,S90,2010,1.5,7287
USA,Volvo,S90,2010,3.6,11709
France,Volvo,S90,2015,2.9,14522
Germany,Volvo,S90,2015,1.5,5727
USA,Volvo,S90,2015,2.9,12025
France,Jaguar,I-PACE,2017,4.5,13525
Germany,Jaguar,I-PACE,2017,1.8,10064
USA,Jaguar,I-PACE,2017,4.3,11909
France,Jaguar,I-PACE,2011,1.1,13248
Germany,Jaguar,I-PACE,2011,4.6,3607
USA,Jaguar,I-PACE,2011,4.8,4738
France,Jaguar,I-PACE,2021,3.2,16771
Germany,Jaguar,I-PACE,2021,1.3,3167
USA,Jaguar,I-PACE,2021,2.7,8405
France,Jaguar,I-PACE,2022,4.1,1885
Germany,Jaguar,I-PACE,2022,1.8,11923
USA,Jaguar,I-PACE,2022,3.5,8646
France,Jaguar,I-PACE,2019,3.4,8491
Germany,Jaguar,I-PACE,2019,3.0,16093
USA,Jaguar,I-PACE,2019,2.9,4812
France,Jaguar,I-PACE,2020,2.8,2333
Germany,Jaguar,I-PACE,2020,1.5,5285
USA,Jaguar,I-PACE,2020,2.2,10933
France,Jaguar,I-PACE,2012,2.5,14322
Germany,Jaguar,I-PACE,2012,2.3,11323
USA,Jaguar,I-PACE,2012,3.4,17335
France,Jaguar,I-PACE,2014,2.0,14304
Germany,Jaguar,I-PACE,2014,2.4,847
USA,Jaguar,I-PACE,2014,1.2,13484
France,Jaguar,I-PACE,2016,1.5,17357
Germany,Jaguar,I-PACE,2016,3.4,1476
USA,Jaguar,I-PACE,2016,2.7,12784
France,Jaguar,I-PACE,2018,3.9,12584
Germany,Jaguar,I-PACE,2018,2.0,5809
USA,Jaguar,I-PACE,2018,3.4,11413
France,Jaguar,I-PACE,2013,4.8,6603
Germany,Jaguar,I-PACE,2013,1.6,10963
USA,Jaguar,I-PACE,2013,2.9,6460
France,Jaguar,I-PACE,2010,2.2,8329
Germany,Jaguar,I-PACE,2010,2.8,13677
USA,Jaguar,I-PACE,2010,1.8,12261
France,Jaguar,I-PACE,2015,2.3,11438
Germany,Jaguar,I-PACE,2015,3.1,4885
USA,Jaguar,I-PACE,2015,2.1,12322
France,Kia,Telluride,2017,3.7,8037
Germany,Kia,Telluride,2017,3.1,2672
USA,Kia,Telluride,2017,4.5,4564
France,Kia,Telluride,2011,3.3,17922
Germany,Kia,Telluride,2011,1.5,840
USA,Kia,Telluride,2011,3.9,16808
France,Kia,Telluride,2021,3.2,9787
Germany,Kia,Telluride,2021,1.4,5456
USA,Kia,Telluride,2021,1.2,8809
France,Kia,Telluride,2022,2.3,10027
Germany,Kia,Telluride,2022,1.1,2506
USA,Kia,Telluride,2022,3.0,14178
France,Kia,Telluride,2019,4.2,13458
Germany,Kia,Telluride,2019,1.1,12781
USA,Kia,Telluride,2019,3.8,10141
France,Kia,Telluride,2020,2.6,15908
Germany,Kia,Telluride,2020,2.9,14399
USA,Kia,Telluride,2020,3.0,13801
France,Kia,Telluride,2012,2.8,664
Germany,Kia,Telluride,2012,4.9,1455
USA,Kia,Telluride,2012,4.5,8859
France,Kia,Telluride,2014,4.4,12400
Germany,Kia,Telluride,2014,3.5,1087
USA,Kia,Telluride,2014,2.2,2785
France,Kia,Telluride,2016,3.0,13031
Germany,Kia,Telluride,2016,1.1,11538
USA,Kia,Telluride,2016,2.7,8811
France,Kia,Telluride,2018,2.7,15309
Germany,Kia,Telluride,2018,1.7,13756
USA,Kia,Telluride,2018,4.1,775
France,Kia,Telluride,2013,3.8,8332
Germany,Kia,Telluride,2013,1.4,7712
USA,Kia,Telluride,2013,4.7,12115
France,Kia,Telluride,2010,2.5,870
Germany,Kia,Telluride,2010,2.7,17018
USA,Kia,Telluride,2010,3.1,1522
France,Kia,Telluride,2015,4.7,1892
Germany,Kia,Telluride,2015,2.8,5474
USA,Kia,Telluride,2015,1.5,12035
France,Volvo,XC60,2017,3.6,12933
Germany,Volvo,XC60,2017,3.7,3046
USA,Volvo,XC60,2017,3.9,4726
France,Volvo,XC60,2011,4.2,7430
Germany,Volvo,XC60,2011,3.4,11148
USA,Volvo,XC60,2011,1.4,7038
France,Volvo,XC60,2021,2.6,15905
Germany,Volvo,XC60,2021,4.2,15796
USA,Volvo,XC60,2021,1.8,17992
France,Volvo,XC60,2022,3.4,9167
Germany,Volvo,XC60,2022,1.7,1190
USA,Volvo,XC60,2022,2.2,14731
France,Volvo,XC60,2019,4.6,3041
Germany,Volvo,XC60,2019,3.1,13863
USA,Volvo,XC60,2019,1.6,9167
France,Volvo,XC60,2020,4.6,2394
Germany,Volvo,XC60,2020,3.8,1534
USA,Volvo,XC60,2020,2.9,16433
France,Volvo,XC60,2012,2.5,17397
Germany,Volvo,XC60,2012,3.6,17071
USA,Volvo,XC60,2012,1.8,12358
France,Volvo,XC60,2014,3.9,1007
Germany,Volvo,XC60,2014,3.2,6200
USA,Volvo,XC60,2014,3.3,8699
France,Volvo,XC60,2016,4.7,962
Germany,Volvo,XC60,2016,2.9,1311
USA,Volvo,XC60,2016,1.7,17784
France,Volvo,XC60,2018,1.2,14870
Germany,Volvo,XC60,2018,4.5,9438
USA,Volvo,XC60,2018,2.5,1088
France,Volvo,XC60,2013,3.8,3197
Germany,Volvo,XC60,2013,4.7,5322
USA,Volvo,XC60,2013,3.8,2871
France,Volvo,XC60,2010,1.5,8532
Germany,Volvo,XC60,2010,2.7,16923
USA,Volvo,XC60,2010,4.0,17809
France,Volvo,XC60,2015,2.1,11708
Germany,Volvo,XC60,2015,3.4,18500
USA,Volvo,XC60,2015,2.4,18392
France,Volkswagen,Golf,2017,3.0,10986
Germany,Volkswagen,Golf,2017,2.3,17185
USA,Volkswagen,Golf,2017,2.5,18265
France,Volkswagen,Golf,2011,2.4,14286
Germany,Volkswagen,Golf,2011,1.4,17952
USA,Volkswagen,Golf,2011,4.2,14235
France,Volkswagen,Golf,2021,2.4,15783
Germany,Volkswagen,Golf,2021,3.4,13209
USA,Volkswagen,Golf,2021,2.1,12623
France,Volkswagen,Golf,2022,4.2,3116
Germany,Volkswagen,Golf,2022,1.8,10975
USA,Volkswagen,Golf,2022,2.3,6242
France,Volkswagen,Golf,2019,4.1,11431
Germany,Volkswagen,Golf,2019,4.4,15491
USA,Volkswagen,Golf,2019,3.6,3236
France,Volkswagen,Golf,2020,1.2,7697
Germany,Volkswagen,Golf,2020,3.2,14085
USA,Volkswagen,Golf,2020,1.7,3481
France,Volkswagen,Golf,2012,2.3,6393
Germany,Volkswagen,Golf,2012,4.9,16257
USA,Volkswagen,Golf,2012,1.5,11436
France,Volkswagen,Golf,2014,1.8,15574
Germany,Volkswagen,Golf,2014,3.9,6484
USA,Volkswagen,Golf,2014,3.4,7213
France,Volkswagen,Golf,2016,2.1,15699
Germany,Volkswagen,Golf,2016,4.5,15631
USA,Volkswagen,Golf,2016,4.3,3059
France,Volkswagen,Golf,2018,3.8,13861
Germany,Volkswagen,Golf,2018,2.0,3395
USA,Volkswagen,Golf,2018,2.4,15544
France,Volkswagen,Golf,2013,2.4,8565
Germany,Volkswagen,Golf,2013,4.2,1170
USA,Volkswagen,Golf,2013,2.4,14773
France,Volkswagen,Golf,2010,2.2,7196
Germany,Volkswagen,Golf,2010,3.7,1774
USA,Volkswagen,Golf,2010,3.7,10556
France,Volkswagen,Golf,2015,1.3,6442
Germany,Volkswagen,Golf,2015,2.1,2426
USA,Volkswagen,Golf,2015,4.8,12522
France,Mazda,MX-5,2017,4.7,15452
Germany,Mazda,MX-5,2017,3.7,6893
USA,Mazda,MX-5,2017,4.8,3175
France,Mazda,MX-5,2011,2.5,8417
Germany,Mazda,MX-5,2011,4.2,9613
USA,Mazda,MX-5,2011,4.8,11664
France,Mazda,MX-5,2021,4.4,10421
Germany,Mazda,MX-5,2021,3.0,3014
USA,Mazda,MX-5,2021,1.5,3776
France,Mazda,MX-5,2022,2.5,16869
Germany,Mazda,MX-5,2022,4.3,1185
USA,Mazda,MX-5,2022,3.1,2088
France,Mazda,MX-5,2019,1.8,12155
Germany,Mazda,MX-5,2019,2.1,2899
USA,Mazda,MX-5,2019,4.4,2413
France,Mazda,MX-5,2020,1.6,16441
Germany,Mazda,MX-5,2020,2.6,15622
USA,Mazda,MX-5,2020,1.7,14486
France,Mazda,MX-5,2012,1.5,15596
Germany,Mazda,MX-5,2012,4.5,9242
USA,Mazda,MX-5,2012,4.3,11982
France,Mazda,MX-5,2014,4.1,12948
Germany,Mazda,MX-5,2014,4.5,5145
